product_url,product_title,product_price,product_description
https://deuscustoms.eu/products/infinty-hemp-pant-dirty-white,Infinty Hemp Pant,€129.00 EUR,"Relaxed Straight Leg Pant With Drawstring Waist, Back Patch And SideEntry Pockets, 55% Hemp 45% Cotton Fabrication, Garment Dyed With AHeavy Enzyme Stone Wash"
https://deuscustoms.eu/products/wavepool-acid-crew-maui-blue,Wavepool Acid Crew,€104.30 EUR,"The Wavepool Acid Crew is thrift shop perfection without the musk. It’s loose fit, constructed with a Cotton/recycled Cotton blend, and channels the glorious, grungy, simpler times of the early 90s. It features front embroidered artwork, and has been garment dyed and acid washed for that timeless throwback look."
https://deuscustoms.eu/products/cycleworks-cap-black,Cycleworks Cap,€34.00 EUR,"The Cycleworks Cap is a part of the Deus Ex Machina¬†Fall¬†2021 Mens Collection.Designed and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/classics-tote-natural,Classic Tote,€39.00 EUR,"The Classic Tote is a part of the Deus Hardgoods collection.This 100% cotton canvas logo printed tote bag featuresself fabricshoulder straps anddouble sidedwaterbased printed Deus logos.Designed and tested at the Deus House of Simple Pleasures, Camperdown, Sydney.Sizing (cms):Height:34cmWidth:39.5cmDepth:11 cmWash care:Hand wash in cold water, do not tumble dry. This colour will continue to fade."
https://deuscustoms.eu/products/relief-crew-khaki,Relief Crew,€76.30 EUR,"We’ll never tire of quality sweats with tasteful branding, and the Relief Crew is the latest version off the production line. Two military influenced shades - desert storm Khaki and classic Navy - the fit’s regular, the front print bold yet understated, and if that wasn’t enough, the Relief Crew even treads lightly thanks to its 320gm organic Cotton Brush Back Fleece fabrication"
https://deuscustoms.eu/products/beam-dad-cap-sage,Beam Dad Cap,€39.00 EUR,"The Dad Cap threatened to take some time out from the zeitgeist, but thankfully it’s lingering. And if you’re looking for a timeless way to protect your top end then the Beam Dad Cap is just the ticket. Six panels, four shades and a 100% Cotton fabrication that’s set to fade to perfection."
https://deuscustoms.eu/products/military-tank-black,Military Tank,€49.00 EUR,"The Military Tank is a part of the Deus Ex Machina 2021 Women's¬†Winter Capsule Collection.Deus Womens is back for a second season with threads cut for the creatives, the surfers, the motorcycle enthusiasts, musicians, artists, poets, the fearless, the good time lovers, the forward thinking, never sitting still - on to the next adventure women who are redefining 'womenswear'.This¬†slim fit¬†tank¬†features:‚óè Branded hem label‚óè 95% cotton 5% elastane rib‚óè¬†Heavy enzyme¬†garment washDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/flannel-check-shirt-green-check,Flannel Check Shirt,€62.30 EUR,"The Flannel Check Shirt is a part of the Deus Ex Machina 2021 Women's Winter Capsule Collection.ThisOversized shirt¬†features:‚óè¬†Branded pocket label‚óèCorozo nut buttons‚óè 100% cotton yarn dyed brushed check fabrication with a heavy enzyme stone washDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney.¬†Size: 6 X/SSize: 8/SSize: 10/MSize: 12/Lsize: 14/XLBUST / 1/2 CHEST @ 2.5cm fr. U/ARM¬†82.5 - 8585 - 9090 - 9595 - 100100 - 1051/2 WAIST @ 40cm fr. HSP (around natural waistline)61.5 - 6464 -7172 - 7777 - 8282 - 89HIP¬† (fullest part across bottom approx 20cm below Waist)88.5 - 9191 - 9696 - 101101 - 106106 - 111"
https://deuscustoms.eu/products/key-holder-olive,Key Holder,€15.00 EUR,
https://deuscustoms.eu/products/chrome-muscle-navy,Chrome Muscle,€31.50 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.Fabrication150gsm 100% Organic Combed Cotton Jersey"
https://deuscustoms.eu/products/memphis-slim-jean-rinse-wash,Memphis Slim Jean,€99.00 EUR,"Your favourite jeans favourite jeans, the Memphis is a classic five pocket jean in a fit that’s not too skinny, not too loose. Slim fit five pocket jean with leather label on back pocket. 13oz cotton denim fabrication available in indigo rinse wash or washed black."
https://deuscustoms.eu/products/pushstart-dad-cap-brown,Pushstart Dad Cap,€39.00 EUR,"We first made a Dad Cap out of corduroy as a personal experiment, andliked it so much that - ranges later - here we are. With a sun shade thatcomes in four shades and looks deadly regardless. It’s a classic sixpanel Dad Cap with a clean ‘House of Simple Pleasures’ badge stitchedneatly to the front, and embroidered artwork on the back. If you’ve neverslipped 100% Cotton Corduroy onto a clean head of hair (or lackthereof, for all the bald brethren out there), then now’s the time to start."
https://deuscustoms.eu/products/miller-trucker-red-combo,Miller Trucker,€39.00 EUR,"Ever seen a Trucker that’s full mesh? Now you have, and whilst wemight be biased, we think it works rather well on the Miller Trucker. Thepeak and badge add a bold contrast to the understated design, andwhilst we’ve maintained some of the trucker classics - plastic snap,Cotton Twill visor - the all mesh finish is sure to turn heads."
https://deuscustoms.eu/products/token-tee-anthracite,Token Tee,€48.30 EUR,"The Token Tee takes the forward-thinking textile artwork of the 90s, taps the 80s paint palette, gives the graphic a modern tweak and hey presto: a modern take on fun, timeless surf style. It’s a loose fit tee that weighs nicely on the shoulders thanks to its 260gm, 100% Cotton jersey fabrication and is sure to turn heads summer long"
https://deuscustoms.eu/products/cord-trucker-tobacco,Cord Trucker,€90.30 EUR,"This Regular fit jacket features:Branded metal shank buttons, 98% cotton 2% elastane corduroy outer and polyester viscose collar and lining fabrication with a heavy stone washchest and side pockets98% cotton 2% elastane corduroy outer and polyester viscose collar and lining fabrication with a heavy stone washDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney.Size: 6 X/SSize: 8/SSize: 10/MSize: 12/Lsize: 14/XLBUST / 1/2 CHEST @ 2.5cm fr. U/ARM82.5 - 8585 - 9090 - 9595 - 100100 - 1051/2 WAIST @ 40cm fr. HSP (around natural waistline)61.5 - 6464 -7172 - 7777 - 8282 - 89HIP (fullest part across bottom approx 20cm below Waist)88.5 - 9191 - 9696 - 101101 - 106106 - 111"
https://deuscustoms.eu/products/mona-fatigue-pant-clover-w21,Mona Fatigue Pant,€69.30 EUR,"The Mona Fatigue Pant is a part of the Deus Ex Machina 2021 Women's Winter Capsule Collection.Deus Womens is back for a second season with threads cut for the creatives, the surfers, the motorcycle enthusiasts, musicians, artists, poets, the fearless, the good time lovers, the forward thinking, never sitting still - on to the next adventure women who are redefining 'womenswear'.Thisrelaxed fitfatigue pantfeatures:Patched pockets100% reverse slub twill fabricationHeavy enzyme stone washDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/custom-leisure-tee-anthracite,Custom Leisure Tee,€69.00 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.FabricationLoose fit t-shirt with chest and back prints, 260gm 50% recycled cotton 50% regular cotton jersey fabrication, garment dyed with acid wash"
https://deuscustoms.eu/products/seasider-tee-white,Seasider Tee,€34.30 EUR,"Regular fit classic print T-Shirt, 190gsm Oe organic cotton jersey fabrication with a garment wash"
https://deuscustoms.eu/products/bareback-tee-honey-gold,Bareback Tee,€48.30 EUR,"We’re not sure exactly where this cowboy-resurgence came from, but we’re sure we don’t care because those reference chests go deep. The Bareback Tee (get your mind out the gutter) is the perfect example of plucking the best parts of the past and making them wearable for the now. Channel some vintage rodeo with a box fit tee, with front and back prints, and a recycled Cotton/recycled Polyester fabrication."
https://deuscustoms.eu/products/eclipse-ls-tee-vintage-white,Eclipse Ls Tee,€59.00 EUR,"Sometimes you’ve just got to let graphics do their thing, and theycertainly take the spotlight on the Eclipse LS Tee. We’ve said it before,but long sleeve tees are officially the most underrated piece in thegarment world, and if you’re going to embrace it, you might as well gobold. The Eclipse LS tee is regular fit, thick enough to keep off a briskwind (the fabrication’s 150gm Organic Combed Cotton) and featuresbold, loud prints front and back.Model is 183cm and wears size medium"
https://deuscustoms.eu/products/dizzy-tee-black,Dizzy Tee,€48.30 EUR,"It’s only 67 years to the 90s! So while you wait, why not celebrate the last decade not to end up a steaming pile (debatably) with some lovely look-back graphics on the Dizzy tee. Slap it on, get suitably dizzy and manifest yourself back to the Haçienda.Designed and tested at the Deus House of Simple Pleasures, Camperdown, Sydney.Oversized Fit T-Shirt With Front And Back Prints, 280gm 50% Recycled 50% Regular Cotton Jersey Fabrication With A Heavy Enzyme Stone Wash"
https://deuscustoms.eu/products/shield-standard-crew-grey-marle,Shield Standard Crew,€109.00 EUR,"Regular fit classic address print raglan crew-neck jumper. 380gm organic cotton brushed back fleece fabrication with a garment wash.Designed and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/pushstart-dad-cap-black,Pushstart Dad Cap,€39.00 EUR,"We first made a Dad Cap out of corduroy as a personal experiment, and liked it so much that - ranges later - here we are. With a sun shade that comes in four shades and looks deadly regardless. It’s a classic six panel Dad Cap with a clean ‘House of Simple Pleasures’ badge stitched neatly to the front, and embroidered artwork on the back. If you’ve never slipped 100% Cotton Corduroy onto a clean head of hair (or lackthereof, for all the bald brethren out there), then now’s the time to start."
https://deuscustoms.eu/products/rvr-tech-hoodie-anthracite,Rvr Tech Hoodie,€129.00 EUR,"Everyone needs a deep hoodie to hide in when winter’s chill comes knocking, and the RVR Tech hoodie is the quintessential hood with a practical twist. Flawless type and graphics front and back - hats off to the Art Dept - and warm as sin thanks to its 450gm Brushed Back Rugby Fleece fabrication.Model is 188cm and wears a size medium."
https://deuscustoms.eu/products/slipstream-trucker-vintage-white,Slipstream Trucker,€39.00 EUR,"Classic Trucker Cap With Front Embroidered Patch, Back Embroidered ArtIn Poly Interlock And Polyester Mesh Fabric With Plastic Snap Adjuster"
https://deuscustoms.eu/products/tangerine-cap-capulet-olive,Tangerine Cap,€39.00 EUR,"Cotton Cap With Decorative Detail On Visor, Front Puff Print And BackEmbroidered Logo And Plastic Snap Adjuster"
https://deuscustoms.eu/products/piece-of-scrap-jacket-black,Piece Of Scrap Jacket,€118.30 EUR,"Don’t be fooled by the name, the design heads put their best foot forward with the  Piece of Scrap Jacket. It’s a coach, but not designed for rain (57% Cotton/43% Nylon fabrication) with a spicy print front and back that nods to the great surf punk bands of the  80s, whilst remaining very much on the pointy end of now.Fabrication57% Cotton 43% Nylon"
https://deuscustoms.eu/products/caution-tee-work-green,Caution Tee,€69.00 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.Fabrication150gsm 100% Organic Combed Cotton Jersey"
https://deuscustoms.eu/products/uv-tee-camp-green,UV Tee,€48.30 EUR,"Box Fit T-Shirt With Chest And Back Print, 50% Recycled Cotton 50%Recycled Poly Jersey Fabrication With A Heavy Enzyme Stone Wash"
https://deuscustoms.eu/products/bolter-tee-black-copy,Bolter Tee,€49.00 EUR,"Regular Fit T-Shirt With Chest And Back Prints, 150gm Organic Combed Cotton Jersey Fabrication With A Garment Wash"
https://deuscustoms.eu/products/mosey-muscle-kangaroo,Mosey Muscle,€31.50 EUR,"Muscle tees get a bad rap (those 90s movie bully tropes run deep!) but when the mercury rises, they’re invaluable. Sling it on to grab a cold brew or for some soft sand laps, and appreciate the joy of letting the wings fly free. Front and back prints, and a 150gm organic Cotton fabrication."
https://deuscustoms.eu/products/ofr-jacket-tobacco,Ofr Jacket,€139.30 EUR,"We’re tinkerers - no doubt - but we also know that it would be folly to mess with some aspects of the classics. Which is the ethos behind the OFR Jacket. It’s nothing short of a timeless, vintage-style bomber in two classic shades - black and tobacco - with tasteful chest and back branding, set to age like claret.Fabrication100% Waxed Cotton Canvas"
https://deuscustoms.eu/products/charger-tee-vintage-white-ss24,Charger Tee,€34.30 EUR,"Flex your taste for the applied arts with our graphic tees and singlets featuring hand drawn illustrations by our art department, inspired by decades of memorable iconography of motoculture and vintage typography.Regular fit Ss shirt with front print, 150gsm organic combed cotton jersey fabrication with garment wash"
https://deuscustoms.eu/products/r-g-cato-crew-spearmint,R.G Cato Crew,€83.30 EUR,"Oversized Fit Crew With Front And Back Prints, 450gm 100% OrganicCotton Loop Back Rugby Fleece Fabrication With A Heavy Enzyme StoneWash"
https://deuscustoms.eu/products/shawn-workwear-jean-washed-black,Shawn Workwear Jean,€99.00 EUR,"Relaxed fit pant with label on back pocket in 100%cotton 13oz denim fabricationIf you‚Äôre working hard for the money then you need a pair of bombproof pants that‚Äôre going to last, wear and get the job done. And that‚Äôs why workwear‚Äôs never strayed far from the fashion lexicon - its not been topped! If you‚Äôre in the market for some wearable graft-wear then the Shawn Workwear Jean is worthy of its forebears. Relaxed fit, big pockets, 100% 13oz Denim."
https://deuscustoms.eu/products/venice-skull-white,Venice Skull Tee,€49.00 EUR,"The LA Address Skull is a part of the Deus Ex Machina Classics Collection.A standard-fit 150 gsm cotton jersey tee, screen-printed with the Deus LA address on the back and Deus Skull artwork up front.Designed and tested at the Deus House of Simple Pleasures, Camperdown, Sydney.."
https://deuscustoms.eu/products/pill-trucker-brown,Pill Trucker,€39.00 EUR,"Before carabiners became the definitive belt-loop accessory, the trucker cap was #1 in the ad-hoc waist decoration game, hanging off the back of blue-collar behinds across the globe. Turns out, they also look pretty nifty on top of one’s head."
https://deuscustoms.eu/products/stripes-shirt-dirty-white,Stripes Shirt,€90.30 EUR,"Deus doesn’t do gas stations, but if we did, this’d be the uniform. The Stripes shirt is all that’s good about mining the past for treasured styles and tweaking them to make them wearable in the 2020s. The buttons, front pockets and cuffs are straight from the workwear manual and the branding is loud ‘n clear, front ’n back.Fabrication100% Cotton Twill"
https://deuscustoms.eu/products/surf-shop-tee-dirty-white,Surf Shop Tee,€48.30 EUR,"The Surf Shop Tee’s 260gm Cotton fabrication means it hangs a little heavier on the shoulders, making it perfect for slinging on after a sunset dip and heading straight to the bar for a cocktail. It’s built to last, features timeless prints front and back, and is sure to turn heads for many summers to come."
https://deuscustoms.eu/products/out-doors-tee-anthracite,Out Doors Tee,€41.30 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.FabricationBox fit t-shirt with chest and back print, 50% recycled cotton 50% recycled polyester jersey fabrication with a heavy enzyme stone wash"
https://deuscustoms.eu/products/velocity-hoodie-work-green,Velocity Hoodie,€149.00 EUR,"Whilst you wouldn’t automatically think summer when examining the Velocity, you’d no doubt notice that this is no ordinary hoodie. We like our hoods deep and fabrication heavy,  so the oversized Velocity with its 450gm Fleece fabrication ticks all the boxes.Fabrication450gm 100% Recycled Cotton Loop Back Rugby FleeceFits Oversized"
https://deuscustoms.eu/products/hank-work-chore-black,Hank Work Chore,€104.30 EUR,"It’s not surprising that garments designed to look smart and function while you perform manual labour have stood the test of time, and nothing says looking immaculate whilst rubbing out some elbow grease like the Hank Work Chore shirt. It’s tailored, durable, and just an all-around no-frills winner.Fabrication75% Cotton21% Polyamide4% Viscose"
https://deuscustoms.eu/products/ridgeline-fleece-pullover-lead-grey,Ridgeline Fleece Pullover,€249.00 EUR,"MADE IN JAPANRelaxed Fit Pull Over Zip Fleece, Branded Logo At Front PocketFlap And Woven Brand Label At Left Hem, Half Zip Front Closure,Dual Front Pouch Pockets With Hidden Snap Button Flap Closure,Kangaroo Hand Pocket With Inner Zip Stash Pocket, Forethica 100%Recycled Polar Fleece FabricationTechnical fleece is a thing of practical beauty, and our hallmark ‚Äô22 winter offering is the Ridgeline. Channelling that classic 90s outdoor brand boxy fit, with modern materials and all you need in the technicalities and nothing you don‚Äôt. Branded logo front pocket, kangaroo hand pockets with inner zip stack compartments; whether you‚Äôre climbing Everest or selling contraband this recycled Polar Fleece number has you covered."
https://deuscustoms.eu/products/thread-tee-black,Thread Tee,€69.00 EUR,"T-shirts are like songs with four chords: they’ve been around forever yet we’re still not sick of them! The Thread Tee is a fresh take on what’s come before. Two shades - ‘Wave Ride’ and ‘Black’ - an oversized fit that’s a little boxy, and the fabrication’s a mix of recycled and regular Cotton."
https://deuscustoms.eu/products/selwyn-beanie-black,Selwyn Beanie,€39.00 EUR,"The Selwyn Beanie is nothing short of a simple, quality scone-warmer set to last winter after winter, keeping your tete (and ears) protected. Four colours (something for everyone), classic fit, a toned down front branded label and 100% Acrylic Yarn Plain knit. It’s a beanie, no need to overcomplicate it."
https://deuscustoms.eu/products/madison-tee-clover,Madison Tee,€34.30 EUR,"Flex your taste for the applied arts with our graphic tees and singlets featuring hand drawn illustrations by our art department, inspired by decades of memorable iconography of motoculture and vintage typography.Regular fit Ss shirt with front print, 150gsm organic combed cotton jersey fabrication with garment wash"
https://deuscustoms.eu/products/pisstin-tee-forest-green-1,Pisstin Tee,€49.00 EUR,Regular fit t-shirt with artwork on chest and back. 190gm organic cotton jersey fabrication with a garment wash
https://deuscustoms.eu/products/beam-dad-cap-blue,Beam Dad Cap,€39.00 EUR,"The Dad Cap threatened to take some time out from the zeitgeist, but thankfully it’s lingering. And if you’re looking for a timeless way to protect your top end then the Beam Dad Cap is just the ticket. Six panels, four shades and a 100% Cotton fabrication that’s set to fade to perfection."
https://deuscustoms.eu/products/old-house-shirt-red,Old House Shirt,€69.30 EUR,"Artist collabs often fall flat, but Robert Moore’s a master of textiles as well as canvas, so no surprises his designs translated perfectly into wearable garb. Like the Old House Shirt - a resort collar, 100% Cotton Sateen button-up that’s fit for the beach, the bar and everywhere in between."
https://deuscustoms.eu/products/polaris-nylon-coat-sand-beige,Polaris Nylon Coat,€314.30 EUR,"MADE IN JAPANRelaxed Fit Long Nylon Coat, Water Repellant And Wind Resistant,Embroidered Logo Above Chest Pocket, Detachable Zip Hood, FlapConcealed Zip Chest Pockets, Zip Hand Pockets, 2 Way Zip FrontClosure, Storm Flap With Hidden Snap Closure, Elasticated Hood AndWaist Cinch Cord, Snap Button Adjust Cuffs, 100% Nylon AcrylicCoating Shell FabricationTech Mod that's the Polaris in a nutshell. Channelling your inner Pete Townsend, yet keeping the wind and the rain at bay thanks to the modern 100% Nylon Acrylic fabrication. It‚Äôs topped off with all the little things that make jackets special - detachable zip hood, flap concealed zip chest pockets, hidden storm flap with snap closure; it's progressive jacketing in the style of a classic silhouette."
https://deuscustoms.eu/products/sandbar-acid-short-anthracite,Sandbar Acid Short,€55.30 EUR,"If you can do it on a sunny weekend, you can do it in the Sandbar Acid Shorts. And whether you’re hitting fuzzy greens, burning green or trying to reach the green, do it in an effortless, 16 inch style. Pockets for your valuables and a lazy drawstring waist to keep things secure."
https://deuscustoms.eu/products/trip-tee-true-blue,Trip Tee,€41.30 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.FabricationOversized fit t-shirt with chest and back prints, 270gm 50% recycled 50% cotton jersey fabrication with heavy enzyme stone wash"
https://deuscustoms.eu/products/ofr-jacket-black,Ofr Jacket,€173.60 EUR,"We’re tinkerers - no doubt - but we also know that it would be folly to mess with some aspects of the classics. Which is the ethos behind the OFR Jacket. It’s nothing short of a timeless, vintage-style bomber in two classic shades - black and tobacco - with tasteful chest and back branding, set to age like claret.Fabrication100% Waxed Cotton Canvas"
https://deuscustoms.eu/products/tictac-long-sleeve-tee-black,Tictac Long Sleeve Tee,€48.30 EUR,"We’re in danger of sounding like a scratched LP here, but every summer we reiterate how damn useful a crisp long sleeve tee is for tacking the warmer months. Perfect for (early) morning coffee and a night out alike, the Tictac LS is regular fit, has a 150gm organic Cotton Jersey fabrication and features prints front and back.Regular Fit Ls T-Shirt With Chest And Back Prints, 150gm Organic CombedCotton Jersey Fabrication With A Garment Wash"
https://deuscustoms.eu/products/infinty-hemp-short-dirty-white,Infinty Hemp Short,€69.30 EUR,"Relaxed Straight Leg Short With Drawstring Waist, Back Patch And SideEntry Pockets, 55% Hemp 45% Cotton Fabrication, Garment Dyed With AHeavy Enzyme Stone Wash"
https://deuscustoms.eu/products/polaris-nylon-coat-black,Polaris Nylon Coat,€314.30 EUR,"MADE IN JAPANRelaxed Fit Long Nylon Coat, Water Repellant And Wind Resistant,Embroidered Logo Above Chest Pocket, Detachable Zip Hood, FlapConcealed Zip Chest Pockets, Zip Hand Pockets, 2 Way Zip FrontClosure, Storm Flap With Hidden Snap Closure, Elasticated Hood AndWaist Cinch Cord, Snap Button Adjust Cuffs, 100% Nylon AcrylicCoating Shell Fabrication‚ÄòTech Mod‚Äô, that‚Äôs the Polaris in a nutshell. Channelling your inner Pete Townsend, yet keeping the wind and the rain at bay thanks to the modern 100% Nylon Acrylic fabrication. It‚Äôs topped off with all the little things that make jackets special - detachable zip hood, flap concealed zip chest pockets, hidden storm flap with snap closure; it‚Äôs progressive jacketing in the style of a classic silhouette."
https://deuscustoms.eu/products/heads-roll-hoodie-anthracite,Heads Roll Hoodie,€90.30 EUR,"Is there anything better than an oversized Fleece hood with cuffed sleeves and waist? The Heads Roll hood is your perfect winter companion with a little added flare, courtesy of the front and back prints. Made from a blend of recycled and regular Cotton Brushback Fleece fabrication.Designed and tested at the Deus House of Simple Pleasures, Camperdown, Sydney.Oversized Fit Hoodie With Chest And Back Prints, 450gm 50% Recycled 50% Regular Cotton Brushback Fleece Fabrication With A Heavy Enzyme Stone Wash"
https://deuscustoms.eu/products/caution-tee-vintage-white,Caution Tee,€69.00 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.Fabrication150gsm 100% Organic Combed Cotton Jersey"
https://deuscustoms.eu/products/908-tee-honey-gold,908 Tee,€34.30 EUR,"Flex your taste for the applied arts with our graphic tees and singlets featuring hand drawn illustrations by our art department, inspired by decades of memorable iconography of motoculture and vintage typography.Regular fit Ss shirt with front print, 150gsm organic combed cotton jersey fabrication with garment wash"
https://deuscustoms.eu/products/fantasma-moto-jersey-white-combo,Fantasma Moto Jersey,€62.30 EUR,"Whether you’re tearing up dirt on your two-stroke or just looking for a different approach to a Friday night, the Fantasma Moto Jersey is the perfect antidote to wardrobe fatigue. It’s bold, heavily branded and features ribbed hems at the collar and cuffs to complete that timeless feel.Fabrication100% Polyester Mesh"
https://deuscustoms.eu/products/chime-racing-jacket-black,Chime Racing Jacket,€132.30 EUR,"The Chime Racing Jacket is a marvel of material and fit that’s been given a fine lick of the Art Dept’s brush. Go faster stripes on the front, psychedelic (almost) print on the back, and a cut that’s fitted on the shoulders and cropped at the waist.Fabrication54% Cotton46% Polyamide"
https://deuscustoms.eu/products/splits-tee-ocean,Splits Tee,€48.30 EUR,
https://deuscustoms.eu/products/curvy-sock-3-pack-multi-1,Curvy Sock 3 PACK,€29.00 EUR,"80% Cotton 17% Polyester 3% Spandex 3 Pack Multi No Show Sock With Jacquard Single Colour Front Brand Logo - white, grey and black.Size 7-10. Gentle machine wash."
https://deuscustoms.eu/products/token-tee-orchid,Token Tee,€48.30 EUR,"The Token Tee takes the forward-thinking textile artwork of the 90s, taps the 80s paint palette, gives the graphic a modern tweak and hey presto: a modern take on fun, timeless surf style. It’s a loose fit tee that weighs nicely on the shoulders thanks to its 260gm, 100% Cotton jersey fabrication and is sure to turn heads summer long."
https://deuscustoms.eu/products/egg-beans-zip-hoodie-black,Egg & Beans Zip Hoodie,€125.30 EUR,"You know you’re onto something when you’re eating egg and beans, best consumed on a disposable plate in the tray of a ute. The Egg and beans hoodie will go wherever you need it to. It treads light thanks to its 100% recycled Cotton fabrication, and wraps you in its warm brace courtesy of the 430gm Fleece inner.Model wears a MEDIUM and measures: chest 36""/ 92cm, height 6'1""/ 185cmDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/flags-trucker-white,Flags Trucker,€39.00 EUR,"Classic Trucker Cap With Front Embroidered Patch Back Embroidered Art,100% Poly And Poly Mesh Fabric With Plastic Snap Adjuster"
https://deuscustoms.eu/products/chad-hemp-bucket-olive,Chad Hemp Bucket,€39.00 EUR,The Chad Hemp Bucket¬†is¬†a part of the Deus Ex Machina 2022¬†Summer Collection.Rounded Bucket Hat With Side Branded Label70% Hemp30% Cotton Fabrication With Heavy Garment Wash
https://deuscustoms.eu/products/flannel-check-shirt-navy-check,Flannel Check Shirt,€62.30 EUR,"The Flannel Check Shirt is a part of the Deus Ex Machina 2021 Women's Winter Capsule Collection.ThisOversized shirtfeatures:Branded pocket labelCorozo nut buttons100% cotton yarn dyed brushed check fabrication with a heavy enzyme stone washDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/old-customs-tee-dirty-white,Old Customs Tee,€55.30 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.FabricationBox fit t-shirt with chest and back prints, 290gm 60% cotton 40% Cordura jersey fabrication with a heavy garment wash"
https://deuscustoms.eu/products/polaris-nylon-coat-olive,Polaris Nylon Coat,€314.30 EUR,"MADE IN JAPANRelaxed Fit Long Nylon Coat, Water Repellant And Wind Resistant,Embroidered Logo Above Chest Pocket, Detachable Zip Hood, FlapConcealed Zip Chest Pockets, Zip Hand Pockets, 2 Way Zip FrontClosure, Storm Flap With Hidden Snap Closure, Elasticated Hood AndWaist Cinch Cord, Snap Button Adjust Cuffs, 100% Nylon AcrylicCoating Shell FabricationTech Mod that's the Polaris in a nutshell. Channelling your inner Pete Townsend, yet keeping the wind and the rain at bay thanks to the modern 100% Nylon Acrylic fabrication. It‚Äôs topped off with all the little things that make jackets special - detachable zip hood, flap concealed zip chest pockets, hidden storm flap with snap closure; it's progressive jacketing in the style of a classic silhouette."
https://deuscustoms.eu/products/la-address-tee-black,La Address Tee,€59.00 EUR,"Box Fit T-Shirt With Chest And Back Prints, 220gm Recycled Cotton Jersey Fabrication With A Heavy Enzyme Stone Wash"
https://deuscustoms.eu/products/real-good-tee-dirty-white,Real Good Tee,€59.00 EUR,"Loose fit tee with front and back prints, 220gsm recycled cotton jersey with heavy enzyme stonewash."
https://deuscustoms.eu/products/nice-to-see-you-crew-hillside-green,Nice To See You Crew,€99.00 EUR,"Regular fit crew-neck jumper with chest and back prints. 320gsm organic cotton, brushback fleece with garment wash."
https://deuscustoms.eu/products/hurricane-tee-mauve-glow,Hurricane Tee,€62.30 EUR,"You can design the hell out of a logo, but it still can’t match up to clean type printed bold. Which is the painfully simple ethos behind the Hurricane Tee. It’s quite simply a box fit tee with high grade fabrication (290gm Cotton/Nylon Cordura blend) with the most beautifully simple type front and back. Easy. Timeless."
https://deuscustoms.eu/products/eleanor-pant-dark-indigo,Eleanor Pant,€83.30 EUR,"The Eleanor Pant is a part of the Deus Ex Machina 2021 Women's Winter Capsule Collection.This Relaxed fit naval pant features:Brand label on back pocketFront and back patch pocketsCorozo nut buttons at waist and fly100% indigo cotton denim with a stone washDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/naito-chore-jacket-ensign-blue,Naito Chore Jacket,€159.00 EUR,"The Naito Chore Jacket is a part of the Deus Ex Machina Spring 2021¬†Naito Capsule Collection.This regular fit chore jacket features:Naito x Deus back embroidered art and branded label on front chest pocket100% cotton sateen fabricationGarment washDesigned and tested at the Deus House of Simple Pleasures, Camperdown, Sydney."
https://deuscustoms.eu/products/paddle-tee-dirty-white,Paddle Tee,€69.00 EUR,"Defined in equal measure by their ubiquity and versatility, a graphic tee is the perfect prism through which to channel our synthesised vision of moto culture from decades past.FabricationLoose fit t-shirt with chest and back prints, 260gm 50% recycled cotton 50% regular cotton jersey fabrication, garment dyed with acid wash"
https://deuscustoms.eu/products/carby-pickup-tee-black-fw24,Carby Pickup Tee,€59.00 EUR,"Box fit t-shirt with chest and back prints, 220gm organic cotton jersey fabrication with a garment wash."
